seed,model,ratio,class,n_synth,f1_baseline,f1_augmented,f1_delta,recall_baseline,recall_augmented,recall_delta
456,CTGAN,1,backdoor,1746,0.9765013054830288,0.9731136166522116,-0.003387688830817,0.9622641509433962,0.9622641509433962,0.0
456,CTGAN,1,shellcode,1133,0.5867287543655413,0.5933562428407789,0.0066274884752376,0.6666666666666666,0.6851851851851852,0.0185185185185186
456,CTGAN,1,worms,130,0.782608695652174,0.8372093023255814,0.0546006066734074,0.8181818181818182,0.8181818181818182,0.0
456,TabDDPM,1,backdoor,1746,0.9765013054830288,0.9765013054830288,0.0,0.9622641509433962,0.9622641509433962,0.0
456,TabDDPM,1,shellcode,1133,0.5867287543655413,0.5970488081725313,0.0103200538069899,0.6666666666666666,0.6957671957671958,0.0291005291005291
456,TabDDPM,1,worms,130,0.782608695652174,0.8089887640449438,0.0263800683927698,0.8181818181818182,0.8181818181818182,0.0
456,Drifting,1,backdoor,1746,0.9765013054830288,0.9765013054830288,0.0,0.9622641509433962,0.9622641509433962,0.0
456,Drifting,1,shellcode,1133,0.5867287543655413,0.602125147579693,0.0153963932141517,0.6666666666666666,0.6746031746031746,0.007936507936508
456,Drifting,1,worms,130,0.782608695652174,0.8505747126436781,0.0679660169915041,0.8181818181818182,0.8409090909090909,0.0227272727272727
789,CTGAN,1,backdoor,1746,0.9748045178105996,0.9748045178105996,0.0,0.9622641509433962,0.9622641509433962,0.0
789,CTGAN,1,shellcode,1133,0.5777777777777777,0.5960874568469505,0.0183096790691728,0.6534391534391535,0.6851851851851852,0.0317460317460317
789,CTGAN,1,worms,130,0.8636363636363636,0.8314606741573034,-0.0321756894790602,0.8636363636363636,0.8409090909090909,-0.0227272727272727
789,TabDDPM,1,backdoor,1746,0.9748045178105996,0.9756521739130436,0.0008476561024439,0.9622641509433962,0.9622641509433962,0.0
789,TabDDPM,1,shellcode,1133,0.5777777777777777,0.6020761245674741,0.0242983467896963,0.6534391534391535,0.6904761904761905,0.0370370370370369
789,TabDDPM,1,worms,130,0.8636363636363636,0.8444444444444444,-0.0191919191919192,0.8636363636363636,0.8636363636363636,0.0
789,Drifting,1,backdoor,1746,0.9748045178105996,0.9756521739130436,0.0008476561024439,0.9622641509433962,0.9622641509433962,0.0
789,Drifting,1,shellcode,1133,0.5777777777777777,0.5935334872979214,0.0157557095201437,0.6534391534391535,0.6798941798941799,0.0264550264550263
789,Drifting,1,worms,130,0.8636363636363636,0.8444444444444444,-0.0191919191919192,0.8636363636363636,0.8636363636363636,0.0
