seed,model,ratio,class,n_synth,f1_baseline,f1_augmented,f1_delta,recall_baseline,recall_augmented,recall_delta
42,CTGAN,1,backdoor,1746,0.9765013054830288,0.9739583333333334,-0.0025429721496953,0.9622641509433962,0.9622641509433962,0.0
42,CTGAN,1,shellcode,1133,0.5921658986175116,0.6039035591274398,0.0117376605099281,0.6798941798941799,0.6957671957671958,0.0158730158730159
42,CTGAN,1,worms,130,0.851063829787234,0.8571428571428571,0.006079027355623,0.9090909090909092,0.8863636363636364,-0.0227272727272727
42,TabDDPM,1,backdoor,1746,0.9765013054830288,0.9756944444444444,-0.0008068610385842,0.9622641509433962,0.9639794168096056,0.0017152658662092
42,TabDDPM,1,shellcode,1133,0.5921658986175116,0.5983701979045402,0.0062042992870285,0.6798941798941799,0.6798941798941799,0.0
42,TabDDPM,1,worms,130,0.851063829787234,0.8089887640449438,-0.0420750657422902,0.9090909090909092,0.8181818181818182,-0.0909090909090908
42,Drifting,1,backdoor,1746,0.9765013054830288,0.9739583333333334,-0.0025429721496953,0.9622641509433962,0.9622641509433962,0.0
42,Drifting,1,shellcode,1133,0.5921658986175116,0.5976470588235294,0.0054811602060178,0.6798941798941799,0.671957671957672,-0.0079365079365079
42,Drifting,1,worms,130,0.851063829787234,0.8470588235294118,-0.0040050062578222,0.9090909090909092,0.8181818181818182,-0.0909090909090908
42,CTGAN,3,backdoor,5238,0.9765013054830288,0.9748045178105996,-0.0016967876724292,0.9622641509433962,0.9622641509433962,0.0
42,CTGAN,3,shellcode,3399,0.5921658986175116,0.59613196814562,0.0039660695281084,0.6798941798941799,0.6931216931216931,0.0132275132275132
42,CTGAN,3,worms,390,0.851063829787234,0.8222222222222222,-0.0288416075650118,0.9090909090909092,0.8409090909090909,-0.0681818181818181
42,TabDDPM,3,backdoor,5238,0.9765013054830288,0.9765421372719374,4.083178890867956e-05,0.9622641509433962,0.9639794168096056,0.0017152658662092
42,TabDDPM,3,shellcode,3399,0.5921658986175116,0.6022988505747127,0.010132951957201,0.6798941798941799,0.6931216931216931,0.0132275132275132
42,TabDDPM,3,worms,390,0.851063829787234,0.8314606741573034,-0.0196031556299306,0.9090909090909092,0.8409090909090909,-0.0681818181818181
42,Drifting,3,backdoor,5238,0.9765013054830288,0.9765013054830288,0.0,0.9622641509433962,0.9622641509433962,0.0
42,Drifting,3,shellcode,3399,0.5921658986175116,0.5952941176470589,0.0031282190295472,0.6798941798941799,0.6693121693121693,-0.0105820105820105
42,Drifting,3,worms,390,0.851063829787234,0.8372093023255814,-0.0138545274616526,0.9090909090909092,0.8181818181818182,-0.0909090909090908
